Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,1,1,0,6,5,0
SocGen Squash,1,1,0,6,5,0
X-Alpha 5,1,1,0,6,5,0
Energy Squash Club 1,1,1,0,5,4,1
Sha Tin 6,1,1,0,5,4,1
Fusion Squash Club 2,1,1,0,4,3,2
i-Mask Advance Squash Club 5,1,0,1,2,2,3
HKIS Div 13,1,0,1,1,1,4
Energy Squash Club 2,1,0,1,1,1,4
Kinetic 4,1,0,1,0,0,5
Happy Squash 4,1,0,1,0,0,5
Yuen Long District Sports Association Limited,1,0,1,0,0,5
