Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Bravo D13,1,1,0,5,4,1
Greenfield,1,1,0,4,3,2
Squashathon PLZ,1,1,0,4,3,2
TNG 2,1,1,0,4,3,2
North District Sports Association 2,1,1,0,4,3,2
M&M Squash,1,1,0,4,3,2
Arctic Circle,1,0,1,2,2,3
TNG 1,1,0,1,2,2,3
Physical Chess 4,1,0,1,2,2,3
Vitality Squash 3,1,0,1,2,2,3
Royal Hong Kong Yacht Club Div 13,1,0,1,2,2,3
Star River 3,1,0,1,1,1,4
