Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNG 2,Cornwall Street Squash Centre,4.0,3.3333333333333335,0.6666666666666665
Star River 3,Cornwall Street Squash Centre,1.5,1.5,0.0
Physical Chess 4,Cornwall Street Squash Centre,1.0,1.6666666666666667,-0.6666666666666667
Arctic Circle,Cornwall Street Squash Centre,3.0,4.0,-1.0
M&M Squash,Cornwall Street Squash Centre,1.25,2.3333333333333335,-1.0833333333333335
North District Sports Association 2,Cornwall Street Squash Centre,1.0,2.3333333333333335,-1.3333333333333335
Vitality Squash 3,HK Squash Centre,1.4,3.0,-1.6
Royal Hong Kong Yacht Club Div 13,Royal Hong Kong Yacht Club,3.3333333333333335,5.0,-1.6666666666666665
Squashathon PLZ,Cornwall Street Squash Centre,0.0,2.6666666666666665,-2.6666666666666665
Bravo D13,Cornwall Street Squash Centre,2.0,5.0,-3.0
Greenfield,Cornwall Street Squash Centre,0.0,3.8,-3.8
