Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,14,13,1,57,44,12
Hong Kong Football Club L2B,15,12,3,53,41,19
JESSICA L2,14,8,6,47,39,17
Hong Kong Football Club L2A,15,4,11,29,25,35
Hong Kong Cricket Club L2,15,3,12,17,14,46
Hong Kong Football Club L2C,15,4,11,15,13,47
