Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2B,15,13,2,55,42,18
Hong Kong Football Club M2A,15,12,3,52,40,20
Hong Kong Cricket Club M2A,14,7,7,33,26,30
Ladies Recreation Club M2A,15,5,10,33,28,32
Hong Kong Cricket Club M2B,14,5,9,31,26,30
Ladies Recreation Club M2B,15,2,13,13,14,46
