Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,13,12,1,47,35,4
Hong Kong Cricket Club L4,13,12,1,41,29,10
Hong Kong Football Club JSA,12,8,4,33,26,10
Hong Kong Football Club L4,13,4,9,18,14,25
JESSICA Smashin' Mochi,12,3,9,14,11,25
i-Mask Advance Squash Club L4,11,3,8,9,7,26
Electrify Squash Ladies,12,1,11,8,7,29
