Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,12,12,0,65,53,7
Hong Kong Football Club 8,14,12,2,61,49,21
Striving Squash,15,6,9,42,36,39
Ladies Recreation Club Div 8,11,9,2,41,33,22
Squashathon Zero,13,5,8,37,32,33
Physical Chess 3,13,5,8,32,27,38
TOMCAT,13,5,8,28,23,42
Kinetic 2,13,3,10,21,18,47
i-Mask Advance Squash Club 2,12,1,11,20,19,41
