Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,15,14,1,78,64,10
Fusion Squash Club 1,15,10,5,51,41,34
X-Alpha 4,15,9,6,48,39,36
Vitality Squash 2,15,7,8,41,35,40
Happy Squash 3,15,6,9,39,34,41
NEXUS 3,15,5,10,37,32,43
MERCURY,15,6,9,34,29,46
LONGVIEW,15,3,12,28,25,49
