Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Hong Kong Jockey Club Div 10,13,11,2,62,51,14
Banbil,13,8,5,49,41,24
RELAY 1,13,9,4,48,39,26
United Services Recreation Club 3,13,9,4,46,37,28
Bravo D10,13,4,9,28,24,41
Sha Tin 4,12,2,10,23,21,39
Craigengower Cricket Club,11,1,10,8,7,48
