Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Physical Chess 2,9,9,0,43,34,11,0,2,0,0
Hong Kong Football Club 7A,9,7,2,34,27,18,0,1,0,0
Hong Kong Football Club 7B,8,5,3,31,26,14,0,1,0,0
UST,9,5,4,28,23,22,1,1,0,0
Hong Kong Cricket Club D7A,9,4,5,27,23,22,1,2,0,1
Thunder 1,8,5,3,26,21,19,0,3,0,0
Xavier,9,3,6,23,20,25,8,0,0,0
i-Mask Advance Squash Club 1,9,3,6,22,19,26,1,1,0,0
Hong Kong Cricket Club D7B,9,3,6,21,18,27,0,1,0,0
Social Squash Team,8,3,5,19,16,24,1,0,0,0
Kinetic 1,9,1,8,13,13,32,1,1,1,0
