Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
i-Mask Advance Squash Club 5,8,7,1,36,29,11,0,0,0,0
7NT,9,7,2,35,28,17,0,1,0,0
GMDBB,8,7,1,33,26,14,0,0,0,0
Electrify Squash Div 11,9,6,3,33,27,18,0,0,0,0
The Zero Squash Club D11,8,6,2,33,27,13,0,0,0,0
Alpha CUHK,8,6,2,27,22,18,0,1,0,0
South China Athletic Association,8,3,5,20,17,23,0,0,0,0
ZOMA,9,2,7,19,17,28,1,0,0,0
Sea Bear,9,2,7,18,16,29,1,0,0,0
Tuen Mun Squash Club,8,1,7,13,12,28,0,0,0,0
Invader Squash,8,0,8,9,9,31,0,0,0,0
