Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Royal Hong Kong Yacht Club Div 12,9,6,3,38,32,13,0,0,0,1
Star River 1,9,7,2,37,30,15,0,4,0,0
Physical Chess 4,8,6,2,33,27,13,0,6,0,0
Sha Tin 5,8,6,2,32,26,14,0,5,0,1
Winter Warriors,9,5,4,29,25,20,0,1,1,0
Global Squash 2,8,5,3,27,22,18,0,0,0,0
Hong Kong Football Club 12A,8,4,4,24,20,20,0,3,0,0
Hong Kong Football Club 12B,8,4,4,21,17,23,0,2,0,0
SKCSC Div 12,8,2,6,14,12,28,0,2,0,0
CSD Squash Team,9,0,9,10,11,34,18,0,1,0
Latecomers,8,1,7,9,8,32,8,3,0,0
