Home Team,Away Team,Venue,Match Week,Date
Kwai Tsing District Squash Club,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,1,2025-10-13
RELAY 1,Thunder 2,Cornwall Street Squash Centre,2,2025-10-20
Sha Tin 4,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,2,2025-10-20
Mercury,Squashathon Advance,HK Squash Centre,2,2025-10-20
Thunder 2,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,3,2025-10-27
Sha Tin 4,Thunder 2,Cornwall Street Squash Centre,4,2025-11-03
Mercury,Banbil,HK Squash Centre,4,2025-11-03
Banbil,Squashathon Advance,HK Squash Centre,5,2025-11-10
Bravo D10,RELAY 1,Cornwall Street Squash Centre,5,2025-11-10
i-Mask Advance Squash Club 4,Bravo D10,Cornwall Street Squash Centre,6,2025-11-17
Thunder 2,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,7,2025-11-24
Bravo D10,Sha Tin 4,Cornwall Street Squash Centre,7,2025-11-24
RELAY 1,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,7,2025-11-24
Sha Tin 4,RELAY 1,Cornwall Street Squash Centre,8,2025-12-08
i-Mask Advance Squash Club 4,Sha Tin 4,Cornwall Street Squash Centre,9,2025-12-15
Kwai Tsing District Squash Club,Bravo D10,Cornwall Street Squash Centre,10,2026-01-05
RELAY 1,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,11,2026-01-12
i-Mask Advance Squash Club 4,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,12,2026-01-19
Bravo D10,Thunder 2,Cornwall Street Squash Centre,12,2026-01-19
Thunder 2,RELAY 1,Cornwall Street Squash Centre,13,2026-01-26
Kwai Tsing District Squash Club,Sha Tin 4,Cornwall Street Squash Centre,13,2026-01-26
Squashathon Advance,Mercury,HK Squash Centre,13,2026-01-26
i-Mask Advance Squash Club 4,Thunder 2,Cornwall Street Squash Centre,14,2026-02-02
Thunder 2,Sha Tin 4,Cornwall Street Squash Centre,15,2026-02-09
Banbil,Mercury,HK Squash Centre,15,2026-02-09
Squashathon Advance,Banbil,HK Squash Centre,16,2026-03-02
RELAY 1,Bravo D10,Cornwall Street Squash Centre,16,2026-03-02
Bravo D10,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,17,2026-03-09
Kwai Tsing District Squash Club,Thunder 2,Cornwall Street Squash Centre,18,2026-03-16
Sha Tin 4,Bravo D10,Cornwall Street Squash Centre,18,2026-03-16
i-Mask Advance Squash Club 4,RELAY 1,Cornwall Street Squash Centre,18,2026-03-16
RELAY 1,Sha Tin 4,Cornwall Street Squash Centre,19,2026-03-23
Sha Tin 4,i-Mask Advance Squash Club 4,Cornwall Street Squash Centre,20,2026-04-13
Bravo D10,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,21,2026-04-20
Kwai Tsing District Squash Club,RELAY 1,Cornwall Street Squash Centre,22,2026-04-27
