Home Team,Away Team,Venue,Match Week,Date
Squashathon,Sha Tin 2,Cornwall Street Squash Centre,2,2025-10-10
ERROR,Squashathon,Cornwall Street Squash Centre,3,2025-10-17
ERROR,Physical Chess 1,Cornwall Street Squash Centre,5,2025-10-31
Physical Chess 1,NEXUS 2,Cornwall Street Squash Centre,6,2025-11-07
Sha Tin 2,ERROR,Cornwall Street Squash Centre,6,2025-11-07
NEXUS 2,Sha Tin 2,Cornwall Street Squash Centre,7,2025-11-14
Squashathon,Physical Chess 1,Cornwall Street Squash Centre,10,2025-12-12
Sha Tin 2,Squashathon,Cornwall Street Squash Centre,11,2025-12-19
Squashathon,ERROR,Cornwall Street Squash Centre,12,2026-01-09
NEXUS 2,Squashathon,Cornwall Street Squash Centre,13,2026-01-16
Physical Chess 1,ERROR,Cornwall Street Squash Centre,14,2026-01-23
NEXUS 2,Physical Chess 1,Cornwall Street Squash Centre,15,2026-01-30
ERROR,Sha Tin 2,Cornwall Street Squash Centre,15,2026-01-30
Sha Tin 2,NEXUS 2,Cornwall Street Squash Centre,16,2026-02-06
