Home Team,Away Team,Venue,Match Week,Date
X-Alpha 1,Happy Squash 1,Cornwall Street Squash Centre,1,2025-10-14
Kowloon Cricket Club 3A,Kowloon Cricket Club 3B,Kowloon Cricket Club,1,2025-10-14
NEXUS 1,X-Alpha 1,Cornwall Street Squash Centre,2,2025-10-21
Happy Squash 1,NEXUS 1,Cornwall Street Squash Centre,7,2025-11-25
Hong Kong Football Club 3B,United Services Recreation Club 1,HK Squash Centre,7,2025-11-25
Happy Squash 1,X-Alpha 1,Cornwall Street Squash Centre,8,2025-12-09
Hong Kong Football Club 3B,Hong Kong Football Club 3A,Hong Kong Football Club,8,2025-12-09
Kowloon Cricket Club 3B,Kowloon Cricket Club 3A,Kowloon Cricket Club,8,2025-12-09
X-Alpha 1,NEXUS 1,Cornwall Street Squash Centre,9,2025-12-16
NEXUS 1,Happy Squash 1,Cornwall Street Squash Centre,14,2026-02-03
X-Alpha 1,Happy Squash 1,Cornwall Street Squash Centre,15,2026-02-10
Hong Kong Football Club 3A,Hong Kong Football Club 3B,Hong Kong Football Club,15,2026-02-10
Kowloon Cricket Club 3A,Kowloon Cricket Club 3B,Kowloon Cricket Club,15,2026-02-10
NEXUS 1,X-Alpha 1,Cornwall Street Squash Centre,16,2026-03-03
Happy Squash 1,NEXUS 1,Cornwall Street Squash Centre,21,2026-04-21
