Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Smart Squash 1,20,16,4,83,0,0,0,0,67,31
Perrier Sergio Tacchini KCC 4,20,14,6,80,0,2,0,0,66,34
Hong Kong Cricket Club 2,20,11,9,69,0,5,0,0,58,40
Hong Kong Football Club 4,20,11,9,66,0,15,0,0,55,45
Head Sha Tin 1,20,8,12,53,0,0,0,0,45,55
Friend Club 2,20,0,20,-1,22,0,0,0,7,93
