Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Cricket Club 6,21,20,1,102,0,2,0,1,82,23
Tuen Mun Squash Club 2,21,18,3,85,0,3,0,0,78,27
i-Mask Advance Squash Club 6,21,14,7,80,0,4,0,2,66,39
Hong Kong Football Club 11,21,13,8,66,4,1,3,2,57,48
Twister 3,21,8,13,58,0,1,0,0,51,54
WSC Noset,21,5,16,38,7,0,4,1,37,68
The Squash Club 3,21,5,16,35,0,1,0,0,30,75
Center Squash,21,1,20,15,2,1,1,2,19,86
