Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Cricket Club M1A,20,14,6,65,3,6,0,1,51,29
Hong Kong Cricket Club M1B,20,13,7,58,0,4,1,2,46,34
United Services Recreation Club M1 Cougars,20,11,9,51,0,0,0,0,40,40
HK Club Gold,20,10,10,49,11,3,2,0,41,39
Hong Kong Football Club M1A,20,5,15,38,0,0,0,0,33,47
Hong Kong Football Club M1B,20,7,13,35,0,1,0,0,29,51
