Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Perrier Sergio Tacchini KCC 3,21,18,3,98,0,3,0,3,81,23
Young Player 3,21,14,7,82,0,5,0,0,69,35
Hong Kong Football Club 3A,21,14,7,79,0,1,0,1,66,39
USRC - FWD 1,21,13,8,77,0,4,0,0,65,40
Hong Kong Football Club 3B,21,12,9,71,0,4,0,0,59,46
Friend Club 1,21,9,12,38,1,2,3,0,33,72
i-Mask Advance Squash Club 1,21,3,18,31,20,0,0,0,28,77
A Squash,21,1,20,18,2,4,1,0,18,87
