Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The Squash Club 2,21,16,5,85,0,3,0,0,69,36
Twister 2,21,16,5,84,0,1,0,1,68,37
Honey Badger 1,21,14,7,76,5,0,0,0,64,41
Head Sha Tin 4,21,13,8,76,0,5,0,0,63,42
Perrier Sergio Tacchini KCC 7,21,12,9,74,2,0,0,0,62,43
Studio Pro,21,6,15,49,0,0,0,0,44,61
HKU 2,21,5,16,36,0,0,1,0,36,69
Banbil,21,2,19,16,2,0,0,0,14,91
