Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Friend Club 5,18,18,0,99,0,2,0,1,83,7
Spark 3,18,11,7,68,6,6,0,0,57,33
Giant 1,18,14,4,64,0,0,0,0,50,40
YLJR 2,18,7,11,48,0,8,0,0,41,49
SKCSC,18,6,12,44,0,4,0,4,38,52
i-Mask Advance Squash Club 8,18,4,14,30,22,1,1,0,28,62
Vitality Squash 2,18,3,15,11,0,7,4,0,18,72
