Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Giant 2,21,20,1,108,6,3,0,3,88,17
YLJR 3,21,14,7,86,1,33,0,0,72,33
Dragonfly,21,12,9,75,1,0,0,17,63,41
Smart Squash 5,21,13,8,71,4,3,0,2,59,46
i-Mask Advance Squash Club 12,21,11,10,59,18,1,6,2,54,51
Squashathon,21,6,15,38,0,4,0,3,33,72
Vitality Squash 4,21,6,15,23,10,13,16,1,36,69
PLZ,21,2,19,-9,17,0,11,5,14,90
