Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
United Services Recreation Club 3,21,21,0,106,0,10,0,0,85,20
KTSC,21,16,5,90,0,12,0,0,74,31
i-Mask Advance Squash Club 9,21,14,7,77,0,0,0,6,64,41
Island Squash Racket Club - United 2,21,12,9,72,5,0,0,1,60,45
Kwai Tsing District Squash Club 1,21,10,11,66,0,12,0,0,56,49
Kinetic 4,21,5,16,40,0,5,2,0,37,68
Visions,21,3,18,27,0,5,0,5,25,80
Honey Badger 2,21,3,18,10,40,1,10,0,19,86
