Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club L2B,16,12,4,55,1,0,0,1,45,19
Hong Kong Cricket Club L2A,16,11,5,51,0,0,0,1,40,24
Hong Kong Football Club L2A,16,7,9,36,0,0,1,0,30,34
Hong Kong Cricket Club L2B,16,7,9,32,0,1,1,0,26,38
Hong Kong Football Club L2C,16,3,13,21,0,0,0,0,19,45
