Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The New Generation X,16,12,4,69,0,1,0,0,57,23
Smart Squash 2,16,12,4,62,0,2,0,1,52,28
Spark 1,16,11,5,61,3,6,1,0,51,29
Hong Kong Cricket Club 3,16,10,6,57,0,6,0,0,47,33
Perrier Sergio Tacchini KCC 5,16,11,5,54,0,2,0,1,51,29
Hong Kong Football Club 5,16,8,8,48,0,2,0,0,40,40
i-Mask Advance Squash Club 2,16,6,10,38,2,3,0,0,33,47
Kinetic 1,16,2,14,19,1,2,0,0,17,63
The Squash Club 1,16,0,16,11,18,0,1,0,12,68
