Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Perrier Sergio Tacchini KCC 1,20,15,5,59,0,3,0,0,44,16
Young Player 1B,20,13,7,45,2,0,0,0,36,24
Hong Kong Cricket Club 1,20,11,9,41,0,1,0,0,31,29
Food Angel,20,8,12,33,1,1,0,1,25,35
Hong Kong Football Club 1,20,7,13,29,2,1,1,0,24,36
Young Player 1A,20,6,14,25,1,0,0,0,20,40
