Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
The Zero Squash Club D19,21,18,3,92,0,5,0,0,79,26
United Services Recreation Club 4,21,15,6,87,0,2,0,2,72,33
i-Mask Advance Squash Club 15,21,15,6,85,3,5,1,0,71,34
Hong Kong Football Club 19,21,12,9,77,4,9,0,3,65,40
Smart Squash 6,21,11,10,63,5,6,0,0,54,51
KYS 2,21,7,14,47,3,8,0,0,41,63
Spark 5,21,6,15,33,16,5,3,0,30,73
Diocesan,21,0,21,4,12,3,1,0,5,97
