Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,2,2,0,10,8,2
Fusion Squash Club 3,2,1,1,7,6,4
TNG 3,2,1,1,6,5,5
Squashathon MeGa,2,1,1,6,5,5
RELAY 2,2,1,1,6,5,5
Serve - Ivors,2,1,1,5,4,6
Squash-On,2,1,1,4,3,7
i-Mask Advance Squash Club 6,2,0,2,4,4,6
