Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,2,2,0,8,6,0
Hong Kong Football Club JSA,2,2,0,7,5,1
JESSICA Smashin' Mochi,2,1,1,4,3,3
Hong Kong Cricket Club L4,1,1,0,3,2,1
Electrify Squash Ladies,2,0,2,1,1,5
Hong Kong Football Club L4,2,0,2,1,1,5
i-Mask Advance Squash Club L4,1,0,1,0,0,3
