Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M1A,2,2,0,6,4,2
Hong Kong Football Club M1B,2,1,1,5,4,2
Hong Kong Cricket Club M1B,1,1,0,3,2,1
Hong Kong Cricket Club M1A,2,0,2,1,1,5
Ladies Recreation Club M1,1,0,1,1,1,2
