Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L2B,2,2,0,6,4,4
Hong Kong Cricket Club L2,1,1,0,4,3,1
JESSICA L2,2,0,2,4,4,4
Kowloon Cricket Club L2,1,1,0,3,2,2
Hong Kong Football Club L2A,1,0,1,2,2,2
Hong Kong Football Club L2C,1,0,1,1,1,3
