Team,Played,Won,Lost,Points
The Squash Club 2,2,2,0,9
Kowloon Cricket Club 7,2,2,0,8
Hong Kong Football Club 7B,2,1,1,6
Xavier,1,1,0,5
Physical Chess 2,2,0,2,4
Hong Kong Cricket Club 6,1,0,1,2
Twister 2,2,0,2,2
