Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,2,1,1,5
Hong Kong Football Club M2B,1,1,0,4
Ladies Recreation Club M2B,1,1,0,4
Hong Kong Cricket Club M2A,1,1,0,3
Hong Kong Cricket Club M2B,1,0,1,2
Ladies Recreation Club M2A,2,0,2,2
