Team,Played,Won,Lost,Points
United Services Recreation Club M4,2,2,0,10
Hong Kong Football Club M4A,2,1,1,7
SKCSC,2,1,1,7
WAKO,2,1,1,7
Hong Kong Football Club M4B,2,1,1,6
Hong Kong Club Blue,2,1,1,5
Royal Hong Kong Yacht Club M4,2,1,1,5
Bolton,2,0,2,1
