Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 1,12,12,0,65,53,7
Kowloon Cricket Club 4,12,10,2,53,43,17
Hong Kong Football Club 4B,12,7,5,39,32,28
United Services Recreation Club 1,12,5,7,37,32,28
Hong Kong Football Club 4A,12,6,6,36,30,30
Hong Kong Cricket Club 3,12,4,8,26,22,38
NEXUS 2,12,3,9,24,21,39
Sha Tin 2,12,1,11,8,7,53
