Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,12,12,0,66,54,6
Fusion Squash Club 1,12,8,4,43,35,25
X-Alpha 4,12,7,5,38,31,29
Vitality Squash 2,12,5,7,32,28,32
NEXUS 3,12,4,8,31,27,33
MERCURY,12,6,6,30,25,35
Happy Squash 3,12,4,8,25,22,38
LONGVIEW,12,2,10,20,18,42
