Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 7,11,8,3,40,33,22
Hong Kong Football Club 7B,10,7,3,40,33,17
The Squash Club 2,10,6,4,35,29,21
Hong Kong Cricket Club 6,10,6,4,31,25,25
Physical Chess 2,10,5,5,31,26,24
Xavier,10,4,6,30,26,24
Twister 2,11,0,11,8,8,47
