Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,12,11,1,59,48,12
RELAY 2,12,9,3,51,42,18
Squash-On,12,8,4,43,35,24
Fusion Squash Club 3,12,5,7,35,30,30
Squashathon MeGa,12,5,6,29,24,33
TNG 3,12,5,7,26,23,37
i-Mask Advance Squash Club 6,12,3,9,23,20,40
Serve - Ivors,12,1,10,14,14,42
