Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,12,9,3,49,40,20
SKCSC,12,9,3,48,39,21
Hong Kong Football Club M4A,12,7,5,43,36,24
Hong Kong Football Club M4B,12,7,5,40,33,27
WAKO,12,6,6,35,29,31
Royal Hong Kong Yacht Club M4,12,6,6,34,28,32
Hong Kong Club Blue,12,3,9,25,22,38
Bolton,12,1,11,14,13,47
