Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Alpha CUHK,12,10,2,56,46,14
North District Sports Association 1,12,11,1,54,43,17
South China Athletic Association,12,10,2,52,42,18
Winter Warriors,12,8,4,51,43,17
Hong Kong Football Club 12A,12,9,3,44,35,25
Sea Bear,12,6,6,40,34,26
ZOMA,12,4,8,30,26,34
Star River 2,12,4,8,25,21,39
Hong Kong Racketlon Assoication 2,12,4,8,25,21,39
Hong Kong Football Club 12B,12,3,9,22,20,40
CSD Squash Team,12,2,10,19,18,42
Latecomers,12,1,11,12,11,49
