Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,10,10,0,54,44,6
Hong Kong Football Club 8,11,9,2,44,35,20
Striving Squash,12,6,6,37,31,29
Ladies Recreation Club Div 8,9,8,1,36,29,16
Squashathon Zero,10,4,6,32,28,22
Physical Chess 3,11,5,6,31,26,29
TOMCAT,11,3,8,20,17,38
i-Mask Advance Squash Club 2,10,1,9,17,16,34
Kinetic 2,10,1,9,10,9,41
