Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,11,11,0,50,39,16
Kowloon Cricket Club 3A,11,8,3,44,38,17
Young Player 3,10,7,3,42,35,15
Kowloon Cricket Club 3B,10,7,3,36,29,21
Happy Squash 1,10,6,4,35,29,21
TNGX,12,4,8,28,24,36
NEXUS 1,11,2,9,21,19,36
Sha Tin 1,10,2,8,16,14,36
Hong Kong Football Club 3B,11,1,10,14,13,42
