Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,10,8,2,42,34,16
Squashathon One,10,8,2,41,33,17
Physical Chess 5,10,6,4,32,26,24
Hong Kong Cricket Club 8,12,3,9,30,27,33
HKIS Div 15,10,5,5,27,22,28
United Services Recreation Club 4,10,4,6,24,22,28
Sha Tin 7,10,2,8,18,16,34
