Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,12,11,1,60,49,11
Hong Kong Football Club M3A,12,10,2,53,43,17
Royal Hong Kong Yacht Club M3,12,8,4,50,42,18
Hong Kong Football Club M3B,12,7,5,42,35,25
Old Squash Fellows,12,6,6,34,28,32
Hong Kong Cricket Club M3,12,3,9,18,15,45
Kowloon Cricket Club M3,12,2,10,16,14,46
Titlows Squash Team,12,1,11,15,14,46
