Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
MM Squash,v,X-Alpha 5,HK Squash Centre,19:00:00,"3-2(0-3,3-2,3-2,3-0,0-3)",1,03/10/2025
Star River 2,v,Squashathon SocGen,Kwun Chung Sports Centre,19:00:00,"3-2(3-0,3-0,3-0,1-3,0-3)",1,03/10/2025
The Squash Club 3,v,Craigengower Cricket Club,Pei Ho Street Sports Centre,19:00:00,"4-1(3-0,0-3,3-0,3-0,CR)",1,03/10/2025
Greenfield,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",1,03/10/2025
Arctic Circle,v,[BYE],,,,1,03/10/2025
Craigengower Cricket Club,v,North District Sports Association 1,Craigengower Cricket Club,19:00:00,"4-1(3-1,3-0,3-0,3-0,0-3)",2,10/10/2025
Squashathon SocGen,v,The Squash Club 3,HK Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",2,10/10/2025
X-Alpha 5,v,Star River 2,Tai Po Sports Ground,19:00:00,"2-3(0-3,1-3,0-3,3-1,3-0)",2,10/10/2025
Arctic Circle,v,MM Squash,Pei Ho Street Sports Centre,19:00:00,"4-1(3-1,1-3,3-2,3-0,CR)",2,10/10/2025
Greenfield,v,[BYE],,,,2,10/10/2025
Star River 2,v,Arctic Circle,Kwun Chung Sports Centre,19:00:00,"2-3(1-3,3-2,0-3,0-3,3-2)",3,17/10/2025
The Squash Club 3,v,X-Alpha 5,Pei Ho Street Sports Centre,19:00:00,"5-0(3-0,3-0,3-0,3-0,3-0)",3,17/10/2025
North District Sports Association 1,v,Squashathon SocGen,Pei Ho Street Sports Centre,19:00:00,"4-1(3-0,3-0,3-0,0-3,3-0)",3,17/10/2025
Craigengower Cricket Club,v,Greenfield,Craigengower Cricket Club,19:00:00,"5-0(3-0,3-1,3-0,3-0,3-0)",3,17/10/2025
MM Squash,v,[BYE],,,,3,17/10/2025
Squashathon SocGen,v,Greenfield,HK Squash Centre,19:00:00,"3-2(2-3,3-1,0-3,3-0,3-2)",4,24/10/2025
X-Alpha 5,v,North District Sports Association 1,Tai Po Sports Ground,19:00:00,"1-4(0-3,3-0,0-3,0-3,0-3)",4,24/10/2025
Arctic Circle,v,The Squash Club 3,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",4,24/10/2025
MM Squash,v,Star River 2,HK Squash Centre,19:00:00,"4-1(3-1,3-1,3-0,3-1,1-3)",4,24/10/2025
Craigengower Cricket Club,v,[BYE],,,,4,24/10/2025
The Squash Club 3,v,MM Squash,Pei Ho Street Sports Centre,19:00:00,"5-0(3-0,3-1,3-0,3-2,WO)",5,31/10/2025
North District Sports Association 1,v,Arctic Circle,Cornwall Street Squash Centre,19:00:00,"2-3(2-3,3-0,3-0,2-3,0-3)",5,31/10/2025
X-Alpha 5,v,Greenfield,Tai Po Sports Ground,19:00:00,"4-1(3-0,0-3,3-2,3-1,3-1)",5,31/10/2025
Craigengower Cricket Club,v,Squashathon SocGen,Craigengower Cricket Club,19:00:00,"3-2(3-0,3-0,3-0,1-3,1-3)",5,31/10/2025
Star River 2,v,[BYE],,,,5,31/10/2025
X-Alpha 5,v,Craigengower Cricket Club,Tai Po Sports Ground,19:00:00,"3-2(1-3,3-1,1-3,CR,CR)",6,07/11/2025
Arctic Circle,v,Greenfield,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,1-3,3-2,3-0,1-3)",6,07/11/2025
MM Squash,v,North District Sports Association 1,HK Squash Centre,19:00:00,"1-4(1-3,3-0,1-3,CR,CR)",6,07/11/2025
Star River 2,v,The Squash Club 3,Kwun Chung Sports Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,1-3)",6,07/11/2025
Squashathon SocGen,v,[BYE],,,,6,07/11/2025
North District Sports Association 1,v,Star River 2,Pei Ho Street Sports Centre,19:00:00,,7,14/11/2025
Greenfield,v,MM Squash,Cornwall Street Squash Centre,19:00:00,,7,14/11/2025
Craigengower Cricket Club,v,Arctic Circle,Craigengower Cricket Club,19:00:00,,7,14/11/2025
X-Alpha 5,v,Squashathon SocGen,Tai Po Sports Ground,19:00:00,,7,14/11/2025
The Squash Club 3,v,[BYE],,,,7,14/11/2025
Arctic Circle,v,Squashathon SocGen,Cornwall Street Squash Centre,19:00:00,,8,21/11/2025
MM Squash,v,Craigengower Cricket Club,HK Squash Centre,19:00:00,,8,21/11/2025
Star River 2,v,Greenfield,Kwun Chung Sports Centre,19:00:00,,8,21/11/2025
The Squash Club 3,v,North District Sports Association 1,Pei Ho Street Sports Centre,19:00:00,,8,21/11/2025
X-Alpha 5,v,[BYE],,,,8,21/11/2025
Greenfield,v,The Squash Club 3,Cornwall Street Squash Centre,19:00:00,,9,28/11/2025
Craigengower Cricket Club,v,Star River 2,Craigengower Cricket Club,19:00:00,,9,28/11/2025
Squashathon SocGen,v,MM Squash,Harbour Road Sports Centre,19:00:00,,9,28/11/2025
X-Alpha 5,v,Arctic Circle,Tai Po Sports Ground,19:00:00,,9,28/11/2025
North District Sports Association 1,v,[BYE],,,,9,28/11/2025
X-Alpha 5,v,MM Squash,Tai Po Sports Ground,19:00:00,,10,12/12/2025
