Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M1A,Ekanayake Yeshan (7),"Chiu Raymond Shung Hei, Chiu Ho Fai (3)",Chiu Raymond Shung Hei (60.0%)
Hong Kong Cricket Club M1B,Head Phil (7),Head Phil (5),Head Phil (71.4%)
Hong Kong Football Club M1A,Lau Dick Siu Wai (9),"Lau Dick Siu Wai, Pun Teddy (5)",Pun Teddy (100.0%)
Hong Kong Football Club M1B,Ward Andrew (9),Ward Andrew (8),Ward Andrew (88.9%)
Ladies Recreation Club M1,Brantly Charles (8),* Leung Adco (3),* Leung Adco (42.9%)
