Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
YLJR 3,v,Squashathon,Yau Oi (YOSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",1,12/10/2018
Vitality Squash 4,v,Dragonfly,HK Squash Centre (HKSC),19:00,"1-4(3-0,0-3,1-3,1-3,2-3)",1,12/10/2018
i-Mask Advance Squash Club 12,v,PLZ,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,WO)",1,12/10/2018
Smart Squash 5,v,Giant 2,Tai Po Sports Ground (TPSG),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",1,12/10/2018
Giant 2,v,Vitality Squash 4,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",2,19/10/2018
i-Mask Advance Squash Club 12,v,Dragonfly,Cornwall Street (CSPSC),19:00,"4-1(2-3,3-0,3-1,3-2,3-1)",2,19/10/2018
Squashathon,v,PLZ,Kwun Chung (KCSC),19:00,"2-3(3-1,2-3,2-3,3-0,0-3)",2,19/10/2018
YLJR 3,v,Smart Squash 5,Yau Oi (YOSC),19:00,"2-3(3-2,1-3,1-3,0-3,3-0)",2,19/10/2018
Squashathon,v,Smart Squash 5,Kwun Chung (KCSC),19:00,"0-5(0-3,0-3,1-3,0-3,0-3)",3,26/10/2018
YLJR 3,v,Vitality Squash 4,Yuen Long Jockey Club (YLJCSC),19:00,"5-0(CR,CR,CR,CR,CR)",3,26/10/2018
i-Mask Advance Squash Club 12,v,Giant 2,Cornwall Street (CSPSC),19:00,"1-4(0-3,3-1,1-3,1-3,2-3)",3,26/10/2018
PLZ,v,Dragonfly,Cornwall Street (CSPSC),19:00,"0-4(1-3,1-3,0-3,0-3)",3,26/10/2018
Vitality Squash 4,v,Smart Squash 5,HK Squash Centre (HKSC),19:00,"2-3(2-3,3-0,3-0,WO,WO)",4,02/11/2018
Giant 2,v,PLZ,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,WO)",4,02/11/2018
Squashathon,v,Dragonfly,Kwun Chung (KCSC),19:00,"1-4(3-2,0-3,0-3,0-3,0-3)",4,02/11/2018
YLJR 3,v,i-Mask Advance Squash Club 12,Yau Oi (YOSC),19:00,"5-0(CR,CR,CR,CR,CR)",4,02/11/2018
