Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),19:00,"0-4(CR,CR,CR,CR)",1,12/10/2018
Hong Kong Football Club L3B,v,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-0,3-0,3-0)",1,12/10/2018
Perrier Ladies,v,Polladies,HK Squash Centre (HKSC),19:00,"2-2(0-3,2-3,3-1,3-0)",1,12/10/2018
Perrier Ladies,v,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),19:00,"2-2(3-1,0-3,0-3,3-1)",2,19/10/2018
Hong Kong Football Club L3A,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,0-3,3-1,3-1)",2,19/10/2018
Polladies,v,Hong Kong Football Club L3C,Police Sports & Recreation Club (PSRC),19:00,"3-1(0-3,3-2,3-0,3-0)",2,19/10/2018
Hong Kong Football Club L3B,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-2,3-2,3-0)",3,26/10/2018
Hong Kong Football Club L3C,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"1-3(3-0,0-3,0-3,1-3)",3,26/10/2018
Polladies,v,Hong Kong Cricket Club Rockettes,Police Sports & Recreation Club (PSRC),19:00,"3-1(3-0,0-3,3-2,3-0)",3,26/10/2018
Hong Kong Football Club L3B,v,Polladies,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,3-0,3-0,0-3)",4,02/11/2018
Perrier Ladies,v,Hong Kong Football Club L3A,HK Squash Centre (HKSC),19:00,"4-0(3-0,3-0,3-0,3-0)",4,02/11/2018
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3C,Hong Kong Cricket Club (HKCC),19:00,"2-2(3-0,1-3,1-3,3-0)",4,02/11/2018
Perrier Ladies,v,Hong Kong Football Club L3C,HK Squash Centre (HKSC),19:00,"4-0(3-0,3-0,3-0,3-0)",5,09/11/2018
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),19:00,"1-3(1-3,3-1,0-3,0-3)",5,09/11/2018
Hong Kong Football Club L3A,v,Polladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,1-3,2-3,0-3)",5,09/11/2018
Polladies,v,Perrier Ladies,Police Sports & Recreation Club (PSRC),19:00,"3-1(3-0,3-0,3-2,1-3)",6,16/11/2018
Hong Kong Football Club L3A,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",6,16/11/2018
Hong Kong Football Club L3C,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"4-0(3-1,3-1,3-0,3-0)",6,16/11/2018
Hong Kong Cricket Club Rockettes,v,Perrier Ladies,Hong Kong Cricket Club (HKCC),19:00,"0-4(0-3,1-3,2-3,0-3)",7,30/11/2018
Hong Kong Football Club L3B,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"3-1(3-0,0-3,3-2,3-0)",7,30/11/2018
Hong Kong Football Club L3C,v,Polladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,1-3,0-3,0-3)",7,30/11/2018
Perrier Ladies,v,Hong Kong Football Club L3B,HK Squash Centre (HKSC),19:00,"3-1(2-3,3-2,3-0,3-1)",8,07/12/2018
Hong Kong Cricket Club Rockettes,v,Polladies,Hong Kong Cricket Club (HKCC),19:00,"2-2(0-3,3-0,0-3,3-1)",8,07/12/2018
Hong Kong Football Club L3A,v,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,2-3,0-3,0-3)",8,07/12/2018
Hong Kong Football Club L3A,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"1-3(3-0,0-3,0-3,CR)",9,14/12/2018
Hong Kong Football Club L3C,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",9,14/12/2018
Polladies,v,Hong Kong Football Club L3B,Police Sports & Recreation Club (PSRC),19:00,"4-0(3-0,3-0,3-0,3-0)",9,14/12/2018
Hong Kong Football Club L3B,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"1-3(3-1,0-3,1-3,0-3)",10,04/01/2019
Hong Kong Football Club L3C,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",10,04/01/2019
Polladies,v,Hong Kong Football Club L3A,Police Sports & Recreation Club (PSRC),19:00,"3-1(3-0,3-0,1-3,3-2)",10,04/01/2019
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),19:00,"4-0(3-0,3-0,3-0,3-0)",11,11/01/2019
Hong Kong Football Club L3B,v,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),19:00,"3-1(3-0,1-3,3-1,3-0)",11,11/01/2019
Polladies,v,Perrier Ladies,Police Sports & Recreation Club (PSRC),19:00,"2-2(3-0,0-3,3-2,0-3)",11,11/01/2019
Perrier Ladies,v,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),19:00,"1-3(3-1,1-3,0-3,0-3)",12,18/01/2019
Hong Kong Football Club L3A,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"2-2(0-3,1-3,3-0,3-0)",12,18/01/2019
Hong Kong Football Club L3C,v,Polladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",12,18/01/2019
Hong Kong Football Club L3B,v,Perrier Ladies,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",13,25/01/2019
Hong Kong Football Club L3C,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"1-3(3-0,1-3,0-3,0-3)",13,25/01/2019
Polladies,v,Hong Kong Cricket Club Rockettes,Police Sports & Recreation Club (PSRC),19:00,"1-3(3-0,0-3,0-3,0-3)",13,25/01/2019
Hong Kong Football Club L3B,v,Polladies,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-0,3-0,3-0)",14,22/02/2019
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3C,Hong Kong Cricket Club (HKCC),19:00,"3-1(3-0,1-3,3-0,3-0)",14,22/02/2019
Perrier Ladies,v,Hong Kong Football Club L3A,HK Squash Centre (HKSC),19:00,"4-0(3-0,3-1,3-2,3-0)",14,22/02/2019
Perrier Ladies,v,Hong Kong Football Club L3C,HK Squash Centre (HKSC),19:00,"4-0(3-1,3-0,3-0,3-0)",15,01/03/2019
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),19:00,"4-0(3-0,3-0,3-0,WO)",15,01/03/2019
Hong Kong Football Club L3A,v,Polladies,Hong Kong Football Club (HKFC),19:00,"3-1(0-3,3-0,3-2,3-2)",15,01/03/2019
Perrier Ladies,v,Polladies,HK Squash Centre (HKSC),19:00,"2-2(0-3,3-0,3-0,1-3)",16,08/03/2019
Hong Kong Football Club L3C,v,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-0,3-0,3-0)",16,08/03/2019
Hong Kong Football Club L3A,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19:00,"0-4(0-3,0-3,0-3,0-3)",16,08/03/2019
Hong Kong Cricket Club Rockettes,v,Perrier Ladies,Hong Kong Cricket Club (HKCC),19:00,"2-2(1-3,3-1,1-3,3-0)",17,15/03/2019
Hong Kong Football Club L3B,v,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),19:00,"4-0(3-0,3-1,3-0,3-2)",17,15/03/2019
