Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Honey Badger 2,v,Kinetic 4,HK Squash Centre (HKSC),19:00,"3-2(3-2,3-0,3-2,2-3,0-3)",1,10/10/2018
Island Squash Racket Club - United 2,v,Kwai Tsing District Squash Club 1,HK Squash Centre (HKSC),19:00,"3-2(2-3,3-0,3-0,3-0,1-3)",1,10/10/2018
United Services Recreation Club 3,v,Visions,United Services Recreation Club (USRC),19:00,"5-0(3-0,3-0,3-2,3-0,3-0)",1,10/10/2018
i-Mask Advance Squash Club 9,v,KTSC,Cornwall Street (CSPSC),19:00,"2-3(0-3,3-2,2-3,3-0,0-3)",1,10/10/2018
Honey Badger 2,v,Visions,HK Squash Centre (HKSC),19:00,"3-2(3-0,3-1,0-3,3-0,1-3)",2,24/10/2018
Kinetic 4,v,KTSC,HK Squash Centre (HKSC),19:00,"1-4(0-3,1-3,2-3,0-3,3-0)",2,24/10/2018
Kwai Tsing District Squash Club 1,v,i-Mask Advance Squash Club 9,Kwun Chung (KCSC),19:00,"2-3(0-3,2-3,3-1,0-3,3-0)",2,24/10/2018
Island Squash Racket Club - United 2,v,United Services Recreation Club 3,Kwun Chung (KCSC),19:00,"2-3(2-3,3-0,0-3,3-0,0-3)",2,24/10/2018
Island Squash Racket Club - United 2,v,Honey Badger 2,HK Squash Centre (HKSC),19:00,"4-1(3-1,3-0,0-3,3-0,3-0)",3,31/10/2018
Visions,v,Kinetic 4,Java Road (JRSC),19:00,"0-5(1-3,0-3,0-3,0-3,0-3)",3,31/10/2018
i-Mask Advance Squash Club 9,v,United Services Recreation Club 3,Cornwall Street (CSPSC),19:00,"1-4(1-3,3-2,0-3,0-3,0-3)",3,31/10/2018
KTSC,v,Kwai Tsing District Squash Club 1,Cornwall Street (CSPSC),19:00,"4-1(3-1,3-2,3-0,2-3,3-1)",3,31/10/2018
Island Squash Racket Club - United 2,v,Visions,HK Squash Centre (HKSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",4,07/11/2018
Kinetic 4,v,Kwai Tsing District Squash Club 1,HK Squash Centre (HKSC),19:00,"3-2(1-3,0-3,3-0,3-0,3-0)",4,07/11/2018
Honey Badger 2,v,i-Mask Advance Squash Club 9,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,2-3,0-3,3-0)",4,07/11/2018
KTSC,v,United Services Recreation Club 3,Kwun Chung (KCSC),19:00,"2-3(3-1,1-3,0-3,0-3,3-0)",4,07/11/2018
KTSC,v,Honey Badger 2,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",5,14/11/2018
Kinetic 4,v,Island Squash Racket Club - United 2,Harbour Road (HRSC),19:00,"3-2(0-3,3-0,3-1,3-0,0-3)",5,14/11/2018
