Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
WSC Noset,v,Twister 3,HK Squash Centre (HKSC),19:00,"1-4(1-3,3-0,1-3,0-3,0-3)",1,10/10/2018
Center Squash,v,Tuen Mun Squash Club 2,HK Squash Centre (HKSC),19:00,"0-5(0-3,1-3,1-3,1-3,0-3)",1,10/10/2018
Hong Kong Cricket Club 6,v,i-Mask Advance Squash Club 6,Hong Kong Cricket Club (HKCC),19:00,"4-1(3-0,3-1,3-2,0-3,3-0)",1,10/10/2018
Hong Kong Football Club 11,v,The Squash Club 3,Hong Kong Football Club (HKFC),19:00,"4-1(2-3,3-0,3-0,3-0,3-0)",1,10/10/2018
Twister 3,v,Center Squash,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",2,24/10/2018
WSC Noset,v,The Squash Club 3,HK Squash Centre (HKSC),19:00,"3-2(1-3,3-1,0-3,3-0,3-0)",2,24/10/2018
i-Mask Advance Squash Club 6,v,Tuen Mun Squash Club 2,Cornwall Street (CSPSC),19:00,"2-3(3-2,1-3,1-3,3-2,0-3)",2,24/10/2018
Hong Kong Cricket Club 6,v,Hong Kong Football Club 11,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-0,3-2,3-1,3-1,3-1)",2,24/10/2018
Center Squash,v,The Squash Club 3,HK Squash Centre (HKSC),19:00,"0-5(1-3,2-3,0-3,0-3,0-3)",3,31/10/2018
Hong Kong Cricket Club 6,v,WSC Noset,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-0,3-2,3-0,3-0,3-1)",3,31/10/2018
Tuen Mun Squash Club 2,v,Twister 3,Pei Ho Street (PHSSC),19:00,"2-3(3-2,1-3,2-3,2-3,3-1)",3,31/10/2018
Hong Kong Football Club 11,v,i-Mask Advance Squash Club 6,Hong Kong Football Club (HKFC),19:00,"1-4(3-2,2-3,0-3,WO,WO)",3,31/10/2018
i-Mask Advance Squash Club 6,v,Twister 3,Cornwall Street (CSPSC),19:00,"3-2(2-3,3-0,1-3,3-2,3-0)",4,07/11/2018
The Squash Club 3,v,Tuen Mun Squash Club 2,Cornwall Street (CSPSC),19:00,"2-3(2-3,0-3,3-1,3-0,0-3)",4,07/11/2018
Hong Kong Cricket Club 6,v,Center Squash,Hong Kong Cricket Club (HKCC),19:00,"5-0(3-0,3-1,3-1,3-0,3-0)",4,07/11/2018
Hong Kong Football Club 11,v,WSC Noset,Hong Kong Football Club (HKFC),19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",4,07/11/2018
Hong Kong Football Club 11,v,Center Squash,Hong Kong Football Club (HKFC),19:00,"3-2(3-0,3-1,3-0,WO,0-3)",5,14/11/2018
WSC Noset,v,i-Mask Advance Squash Club 6,HK Squash Centre (HKSC),19:00,"1-4(0-3,2-3,3-1,1-3,0-3)",5,14/11/2018
Hong Kong Cricket Club 6,v,Tuen Mun Squash Club 2,Hong Kong Cricket Club (HKCC),19:00,"3-2(3-1,3-0,3-2,1-3,0-3)",5,14/11/2018
Twister 3,v,The Squash Club 3,Cornwall Street (CSPSC),19:00,"2-3(3-0,2-3,2-3,3-1,0-3)",5,14/11/2018
WSC Noset,v,Center Squash,HK Squash Centre (HKSC),19:00,"4-1(3-0,3-0,0-3,3-2,WO)",6,28/11/2018
i-Mask Advance Squash Club 6,v,The Squash Club 3,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-0,1-3,3-0,3-0)",6,28/11/2018
Hong Kong Cricket Club 6,v,Twister 3,Hong Kong Cricket Club (HKCC),19:00,"4-1(3-0,3-0,3-0,1-3,3-1)",6,28/11/2018
Hong Kong Football Club 11,v,Tuen Mun Squash Club 2,Hong Kong Football Club (HKFC),19:00,"1-4(1-3,3-1,2-3,0-3,1-3)",6,28/11/2018
Center Squash,v,i-Mask Advance Squash Club 6,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,0-3,CR)",7,05/12/2018
Hong Kong Football Club 11,v,Twister 3,Hong Kong Football Club (HKFC),19:00,"3-2(3-0,3-1,0-3,3-1,0-3)",7,05/12/2018
Tuen Mun Squash Club 2,v,WSC Noset,Cornwall Street (CSPSC),19:00,"3-2(0-3,0-3,3-0,3-0,3-1)",7,05/12/2018
The Squash Club 3,v,Hong Kong Cricket Club 6,Cornwall Street (CSPSC),19:00,"1-4(0-3,0-3,3-1,1-3,0-3)",7,05/12/2018
Tuen Mun Squash Club 2,v,Center Squash,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-1,3-1,3-0)",8,12/12/2018
Hong Kong Cricket Club 6,v,i-Mask Advance Squash Club 6,Hong Kong Cricket Club (HKCC),19:00,"4-1(3-0,3-0,3-0,3-1,1-3)",8,12/12/2018
Hong Kong Football Club 11,v,The Squash Club 3,Hong Kong Football Club (HKFC),19:00,"5-0(3-0,3-0,3-1,3-1,3-0)",8,12/12/2018
Twister 3,v,WSC Noset,Cornwall Street (CSPSC),19:00,"3-2(0-3,0-3,3-0,3-0,3-0)",8,12/12/2018
Center Squash,v,Twister 3,HK Squash Centre (HKSC),19:00,"1-4(1-3,3-2,0-3,0-3,0-3)",9,02/01/2019
