Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
i-Mask Advance Squash Club 11,v,Mass,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-1)",1,10/10/2018
CSD,v,Exclamation,Pei Ho Street (PHSSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",1,10/10/2018
Head Sha Tin 5,v,Winter Warriors,Pei Ho Street (PHSSC),19:00,"4-1(2-3,3-0,3-0,3-0,3-1)",1,10/10/2018
Global 2,v,Alpha CUHK 2,HK Squash Centre (HKSC),19:00,"4-1(3-2,3-0,0-3,3-1,3-0)",1,10/10/2018
Star River 4,v,Hong Kong Football Club 16,Cornwall Street (CSPSC),19:00,"2-3(0-3,0-3,3-0,3-1,0-3)",1,10/10/2018
Airporterz,v,Craigengower Cricket Club,Kwun Chung (KCSC),19:00,"4-1(3-0,3-1,3-0,0-3,3-1)",1,10/10/2018
i-Mask Advance Squash Club 11,v,Exclamation,Cornwall Street (CSPSC),19:00,"2-3(1-3,3-0,1-3,3-0,0-3)",2,24/10/2018
Mass,v,Hong Kong Football Club 16,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",2,24/10/2018
CSD,v,Airporterz,Pei Ho Street (PHSSC),19:00,"0-5(0-3,0-3,0-3,2-3,0-3)",2,24/10/2018
Head Sha Tin 5,v,Star River 4,Pei Ho Street (PHSSC),19:00,"4-1(3-1,0-3,3-0,3-0,3-0)",2,24/10/2018
Alpha CUHK 2,v,Winter Warriors,Chinese University of HK (CUHK),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",2,24/10/2018
Craigengower Cricket Club,v,Global 2,Craigengower Cricket Club (CCC),19:00,"0-5(1-3,0-3,1-3,0-3,0-3)",2,24/10/2018
Star River 4,v,Alpha CUHK 2,Cornwall Street (CSPSC),19:00,"3-2(3-2,1-3,3-0,0-3,3-0)",3,31/10/2018
Exclamation,v,Mass,Cornwall Street (CSPSC),19:00,"4-1(3-0,3-0,3-0,3-1,2-3)",3,31/10/2018
Global 2,v,CSD,HK Squash Centre (HKSC),19:00,"4-1(0-3,3-0,3-1,3-0,3-0)",3,31/10/2018
Winter Warriors,v,Craigengower Cricket Club,HK Squash Centre (HKSC),19:00,"5-0(CR,CR,CR,CR,CR)",3,31/10/2018
Airporterz,v,i-Mask Advance Squash Club 11,Kwun Chung (KCSC),19:00,"2-3(3-0,0-3,0-3,3-2,1-3)",3,31/10/2018
Hong Kong Football Club 16,v,Head Sha Tin 5,Hong Kong Football Club (HKFC),19:00,"3-2(3-1,3-0,0-3,1-3,3-0)",3,31/10/2018
Exclamation,v,Airporterz,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-1,3-0,3-0,3-1)",4,07/11/2018
Mass,v,Head Sha Tin 5,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,0-3,0-3,CR)",4,07/11/2018
i-Mask Advance Squash Club 11,v,Global 2,Cornwall Street (CSPSC),19:00,"3-2(3-2,3-1,0-3,3-0,2-3)",4,07/11/2018
CSD,v,Winter Warriors,Pei Ho Street (PHSSC),19:00,"3-2(0-3,2-3,3-0,3-0,CR)",4,07/11/2018
Alpha CUHK 2,v,Hong Kong Football Club 16,Chinese University of HK (CUHK),19:00,"4-1(3-2,3-2,2-3,3-2,3-0)",4,07/11/2018
Craigengower Cricket Club,v,Star River 4,Craigengower Cricket Club (CCC),19:00,"3-2(3-0,0-3,1-3,3-2,3-2)",4,07/11/2018
Global 2,v,Exclamation,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,0-3,2-3,0-3)",5,14/11/2018
Winter Warriors,v,i-Mask Advance Squash Club 11,HK Squash Centre (HKSC),19:00,"1-4(0-3,0-3,3-1,0-3,0-3)",5,14/11/2018
Star River 4,v,CSD,Cornwall Street (CSPSC),19:00,"4-1(2-3,3-0,3-0,3-0,3-0)",5,14/11/2018
Airporterz,v,Mass,Kwun Chung (KCSC),19:00,"5-0(3-0,3-0,3-1,3-0,3-1)",5,14/11/2018
Head Sha Tin 5,v,Alpha CUHK 2,Pei Ho Street (PHSSC),19:00,"0-5(2-3,1-3,2-3,0-3,0-3)",5,14/11/2018
Hong Kong Football Club 16,v,Craigengower Cricket Club,Hong Kong Football Club (HKFC),19:00,"4-1(0-3,3-0,3-0,3-0,3-0)",5,14/11/2018
Mass,v,Alpha CUHK 2,Cornwall Street (CSPSC),19:00,"0-5(2-3,0-3,0-3,0-3,1-3)",6,28/11/2018
Exclamation,v,Winter Warriors,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",6,28/11/2018
i-Mask Advance Squash Club 11,v,Star River 4,Cornwall Street (CSPSC),19:00,"5-0(3-0,3-0,3-0,3-0,3-1)",6,28/11/2018
Airporterz,v,Global 2,Kwun Chung (KCSC),19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",6,28/11/2018
CSD,v,Hong Kong Football Club 16,Pei Ho Street (PHSSC),19:00,"0-5(2-3,0-3,0-3,0-3,0-3)",6,28/11/2018
Craigengower Cricket Club,v,Head Sha Tin 5,Craigengower Cricket Club (CCC),19:00,"2-3(3-0,1-3,0-3,0-3,3-0)",6,28/11/2018
Winter Warriors,v,Airporterz,HK Squash Centre (HKSC),19:00,"0-5(0-3,0-3,1-3,1-3,0-3)",7,05/12/2018
Star River 4,v,Exclamation,Cornwall Street (CSPSC),19:00,"0-5(0-3,0-3,2-3,0-3,0-3)",7,05/12/2018
Global 2,v,Mass,HK Squash Centre (HKSC),19:00,"4-1(2-3,3-0,3-0,3-0,3-0)",7,05/12/2018
Head Sha Tin 5,v,CSD,Pei Ho Street (PHSSC),19:00,"4-1(1-3,3-0,3-0,3-0,3-0)",7,05/12/2018
Alpha CUHK 2,v,Craigengower Cricket Club,Chinese University of HK (CUHK),19:00,"5-0(CR,CR,CR,CR,CR)",7,05/12/2018
