Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7
i-Mask Advance Squash Club 2,18,15.0,3.0,81.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Sha Tin 3,18,14.0,4.0,77.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Squashathon Zero,18,11.0,7.0,67.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Physical Chess 3,18,10.0,8.0,58.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Kinetic 2,18,7.0,11.0,46.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
TOMCAT,18,5.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
LONGVIEW,18,1.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
