Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
Alpha CUHK,22,16.353176588294147,5.646823411705853,90.9814907453727,97.49874937468735,52.47623811905952,23.761880940470235,14.457228614307155,6.803401700850426,2.2511255627813904,0.25012506253126565,0.0,0.0,0.0,0.0,0.0,0.0
North District Sports Association 1,22,17.117058529264632,4.882941470735368,87.03051525762882,91.49574787393698,21.160580290145074,30.115057528764382,24.712356178089045,15.507753876938468,8.0040020010005,0.5002501250625313,0.0,0.0,0.0,0.0,0.0,0.0
Winter Warriors,22,14.568784392196097,7.431215607803901,85.81940970485243,86.59329664832416,12.106053026513257,22.961480740370185,26.563281640820406,24.96248124062031,11.905952976488244,1.500750375187594,0.0,0.0,0.0,0.0,0.0,0.0
South China Athletic Association,22,15.535267633816908,6.4647323661830915,84.8904452226113,82.89144572286143,13.206603301650826,18.309154577288645,23.111555777888945,28.264132066033014,14.957478739369684,2.1510755377688846,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 12A,22,15.357678839419709,6.64232116058029,79.21160580290146,38.71935967983992,1.0505252626313157,4.852426213106553,10.855427713856928,21.96098049024512,50.87543771885943,10.305152576288144,0.10005002501250625,0.0,0.0,0.0,0.0,0.0
Sea Bear,22,11.441720860430216,10.558279139569784,71.38269134567284,2.801400700350175,0.0,0.0,0.3001500750375188,2.501250625312656,12.006003001500751,82.09104552276139,2.751375687843922,0.3001500750375188,0.05002501250625312,0.0,0.0,0.0
ZOMA,22,8.34417208604302,13.65582791395698,56.59179589794898,0.0,0.0,0.0,0.0,0.0,0.0,2.001000500250125,46.17308654327164,23.411705852926463,15.057528764382191,8.904452226113056,4.452226113056528,0.0
Hong Kong Football Club 12B,22,7.565782891445723,14.434217108554277,52.37868934467234,0.0,0.0,0.0,0.0,0.0,0.0,0.2001000500250125,16.758379189594798,20.910455227613806,24.862431215607803,23.011505752876438,14.057028514257128,0.2001000500250125
Hong Kong Racketlon Assoication 2,22,7.994497248624312,14.005502751375687,52.208104052026016,0.0,0.0,0.0,0.0,0.0,0.0,0.6003001500750376,16.908454227113555,21.61080540270135,22.461230615307652,21.660830415207606,16.65832916458229,0.10005002501250625
Star River 2,22,8.167583791895948,13.832416208104052,51.980990495247624,0.0,0.0,0.0,0.0,0.0,0.0,0.400200100050025,14.4072036018009,25.11255627813907,24.012006003001503,22.411205602801402,13.506753376688344,0.1500750375187594
CSD Squash Team,22,6.523261630815408,15.476738369184591,47.62781390695348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.901450725362681,8.65432716358179,13.556778389194598,23.81190595297649,50.17508754377189,0.9004502251125562
Latecomers,22,3.0310155077538767,18.968984492246122,30.896448224112056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001000500250125,1.150575287643822,98.64932466233117
