Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Hong Kong Football Club 5A,18,14.839167833566712,3.160832166433287,75.9871974394879,100.0,66.63332666533307,28.665733146629325,4.6009201840368075,0.10002000400080016,0.0,0.0,0.0,0.0,0.0,0.0
X-Alpha 2,18,14.023404680936189,3.976595319063813,73.94838967793558,99.97999599919984,31.926385277055413,61.15223044608922,6.861372274454891,0.040008001600320066,0.020004000800160033,0.0,0.0,0.0,0.0,0.0
Physical Chess 1,18,13.195639127825565,4.804360872174435,65.70534106821364,98.95979195839169,1.4202840568113624,9.821964392878575,77.5355071014203,10.182036407281455,0.9601920384076815,0.08001600320064013,0.0,0.0,0.0,0.0
Hong Kong Racketlon Association 1,18,9.73634726945389,8.26365273054611,58.02580516103221,76.17523504700941,0.020004000800160033,0.34006801360272054,9.981996399279856,65.83316663332667,16.443288657731546,5.861172234446889,1.3202640528105622,0.20004000800160032,0.0,0.0
Happy Squash 2,18,8.36887377475495,9.63112622524505,52.50670134026805,15.323064612922584,0.0,0.020004000800160033,0.7601520304060811,14.542908581716343,36.307261452290454,27.465493098619724,12.30246049209842,6.261252250450091,2.3404680936187234,0.0
Uncle,18,7.992598519703941,10.00740148029606,51.072414482896576,7.201440288057611,0.0,0.0,0.24004800960192038,6.961392278455691,30.18603720744149,31.826365273054613,17.803560712142428,9.521904380876176,3.460692138427685,0.0
The Squash Club 1,18,6.07621524304861,11.92378475695139,46.40388077615523,1.280256051210242,0.0,0.0,0.020004000800160033,1.260252050410082,6.10122024404881,12.242448489697939,25.045009001800363,26.74534906981396,28.585717143428685,0.0
Hong Kong Football Club 5B,18,6.7817563512702534,11.218243648729747,46.03620724144829,0.580116023204641,0.0,0.0,0.0,0.580116023204641,5.201040208041608,12.942588517703541,23.504700940188037,26.305261052210444,31.466293258651728,0.0
Squashathon,18,7.022804560912182,10.977195439087819,45.24524904980996,0.5001000200040008,0.0,0.0,0.0,0.5001000200040008,4.780956191238247,9.581916383276655,20.024004800960192,30.966193238647726,34.146829365873174,0.0
i-Mask Advance Squash Club 1,18,1.9631926385277056,16.036807361472295,24.06881376275255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
