Team,Played,Won,Lost,Points
The Squash Club 3,9,9,0,51
North District Sports Association 1,9,6,3,34
Craigengower Cricket Club,9,6,3,34
Arctic Circle,8,6,2,27
MM Squash,9,4,5,25
X-Alpha 5,9,4,5,24
Star River 2,9,3,6,20
Squashathon SocGen,9,2,7,17
Greenfield,9,0,9,7
