Team,Played,Won,Lost,Points
Hong Kong Football Club M3A,9,6,3,40
Kowloon Cricket Club M3,8,7,1,36
Hong Kong Cricket Club M3,8,6,2,34
Hong Kong Football Club M3B,9,6,3,31
Royal Hong Kong Yacht Club M3,8,3,5,22
Titlows Squash Master,9,1,8,9
OSF,9,1,8,8
