Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,8,6,2,31
Hong Kong Cricket Club M2,8,5,3,30
Ladies Recreation Club M2,8,4,4,25
Hong Kong Football Club M2B,8,4,4,23
United Services Recreation Club M2,8,1,7,11
