Team,Played,Won,Lost,Points
JESSICA L4,8,8,0,34
JESSICA Mochis,8,6,2,28
Hong Kong Football Club JSA,9,5,4,25
The Squash Club L4,8,4,4,21
Squashathon Ladies,8,4,4,18
Hong Kong Cricket Club L4,9,4,5,18
Hong Kong Cricket Club Rockettes,9,4,5,17
Hong Kong Football Club L4,9,2,7,16
Kwai Tsing District Squash Club L4,8,1,7,12
