Team,Played,Won,Lost,Points
Physical Chess 2,9,9,0,43
Hong Kong Football Club 7A,9,7,2,34
Hong Kong Football Club 7B,8,5,3,31
UST,9,5,4,28
Hong Kong Cricket Club D7A,9,4,5,27
Thunder 1,8,5,3,26
Xavier,9,3,6,23
i-Mask Advance Squash Club 1,9,3,6,22
Hong Kong Cricket Club D7B,9,3,6,21
Social Squash Team,8,3,5,19
Kinetic 1,9,1,8,13
