Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,10,10,0,48
Squash Busters,10,8,2,40
Royal Hong Kong Yacht Club Div 15,10,6,4,34
Sha Tin 6,10,4,6,29
Squashathon X,9,5,4,28
United Services Recreation Club 4,9,3,6,26
North District Sports Association 3,10,3,7,24
HKIS Div 15,10,0,10,2
