Team,Played,Won,Lost,Points
Happy Squash 4,9,8,1,39
Electrify Squash Div 13,9,7,2,37
Kowloon Cricket Club 13,9,6,3,32
Hong Kong Football Club 13,9,5,4,32
Squashathon One,9,4,5,29
TNG 2,9,4,5,23
Fusion Squash Club 3,9,3,6,22
Yuen Long District Sports Association Limited,9,2,7,13
Kinetic 4,8,1,7,12
