Team,Played,Won,Lost,Points
X-Alpha 4,10,8,2,44
Smart Squash 1,9,6,3,36
Happy Squash 3,10,6,4,34
TNG 1,9,5,4,28
Vitality Squash 1,9,3,6,20
Fusion Squash Club 2,9,0,9,4
