Team,Played,Won,Lost,Points
JESSICA L3,8,6,2,27
Hong Kong Cricket Club L3,8,5,3,22
Hong Kong Football Club L3B,8,4,4,21
Hong Kong Football Club L3A,8,3,5,19
Hong Kong Football Club L3C,8,2,6,11
