Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M1A,Gray Jonathan (5),Gray Jonathan (1),Gray Jonathan (20.0%)
Hong Kong Cricket Club M1B, (nan), (nan), (nan%)
Hong Kong Football Club M1A,Lau Dick Siu Wai (6),Lau Dick Siu Wai (3),Lau Dick Siu Wai (50.0%)
Hong Kong Football Club M1B,Ward Andrew (6),Ward Andrew (5),Ward Andrew (83.3%)
Ladies Recreation Club M1,"Caves Christopher, Brantly Charles, * Leung Adco (5)",* Leung Adco (2),* Leung Adco (40.0%)
